A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.8333333333333334 and parameters: {'num_leaves': 27, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.8333333333333334.
Trial 48 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.6491347264760845, 'C': 0.014999008120895871}. Best is trial 0 with value: 0.993103448275862.
Trial 49 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.5500609022075258, 'C': 0.038363563195355985}. Best is trial 0 with value: 0.993103448275862.
A new study created in memory with name: GSPCA_LR
Trial 0 finished with value: 0.9793103448275863 and parameters: {'l1_ratio': 0.5827544043328664, 'C': 0.35343112078195715}. Best is trial 0 with value: 0.9793103448275863.
Trial 1 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.5708418772765828, 'C': 0.5716510109437136}. Best is trial 1 with value: 0.9862068965517242.
Trial 2 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.028369324311280253, 'C': 0.014047154750388795}. Best is trial 2 with value: 0.993103448275862.
Trial 3 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.48255596545995516, 'C': 0.041955264596144695}. Best is trial 2 with value: 0.993103448275862.
Trial 4 finished with value: 0.9793103448275863 and parameters: {'l1_ratio': 0.7518890922021064, 'C': 0.7372249196039008}. Best is trial 2 with value: 0.993103448275862.
Trial 5 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.8736579658873519, 'C': 0.19078466710879732}. Best is trial 2 with value: 0.993103448275862.
Trial 6 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.5918777199489017, 'C': 0.09133001182983327}. Best is trial 2 with value: 0.993103448275862.
Trial 7 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.5216749076802096, 'C': 0.02109614070708353}. Best is trial 2 with value: 0.993103448275862.
Trial 8 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.07203406455252137, 'C': 0.8122344015175478}. Best is trial 2 with value: 0.993103448275862.
Trial 9 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.891574482867734, 'C': 0.032816231014762165}. Best is trial 2 with value: 0.993103448275862.
Trial 10 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.011979990708992784, 'C': 0.011061332418561774}. Best is trial 2 with value: 0.993103448275862.
Trial 11 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.24896847556988252, 'C': 0.056333920826292586}. Best is trial 2 with value: 0.993103448275862.
Trial 12 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.3151554053568863, 'C': 0.010824649765204822}. Best is trial 2 with value: 0.993103448275862.
Trial 13 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.36091149649986526, 'C': 0.03163153995198139}. Best is trial 2 with value: 0.993103448275862.
Trial 14 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.13086874533337584, 'C': 0.06734991213518499}. Best is trial 2 with value: 0.993103448275862.
Trial 15 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.1862958264019981, 'C': 0.0178176187403987}. Best is trial 2 with value: 0.993103448275862.
Trial 16 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.3656771243869667, 'C': 0.042244059531362343}. Best is trial 2 with value: 0.993103448275862.
Trial 17 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.16506774559759008, 'C': 0.12552440641589543}. Best is trial 2 with value: 0.993103448275862.
Trial 18 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.42718720830135676, 'C': 0.020575870613883877}. Best is trial 2 with value: 0.993103448275862.
Trial 19 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.021903217674338987, 'C': 0.046361208503969104}. Best is trial 2 with value: 0.993103448275862.
Trial 20 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.19376594730632815, 'C': 0.03087254104087505}. Best is trial 2 with value: 0.993103448275862.
Trial 21 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.6474083013515649, 'C': 0.09227765135298392}. Best is trial 2 with value: 0.993103448275862.
Trial 22 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.4435662699496812, 'C': 0.07834115438649411}. Best is trial 2 with value: 0.993103448275862.
Trial 23 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.2795605230307994, 'C': 0.12546087283850083}. Best is trial 2 with value: 0.993103448275862.
Trial 24 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.6959452101351972, 'C': 0.058579779321121676}. Best is trial 2 with value: 0.993103448275862.
Trial 25 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.4903781122908392, 'C': 0.18993426445434683}. Best is trial 2 with value: 0.993103448275862.
Trial 26 finished with value: 0.9793103448275862 and parameters: {'l1_ratio': 0.9997586984964917, 'C': 0.017841437257571747}. Best is trial 2 with value: 0.993103448275862.
Trial 27 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.41415716465082963, 'C': 0.04447052827123368}. Best is trial 2 with value: 0.993103448275862.
Trial 28 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.11168254156610036, 'C': 0.08513378946203543}. Best is trial 2 with value: 0.993103448275862.
Trial 29 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.5988307568581416, 'C': 0.027468123982312784}. Best is trial 2 with value: 0.993103448275862.
Trial 30 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.2192387125195143, 'C': 0.013417185610268835}. Best is trial 2 with value: 0.993103448275862.
Trial 31 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.5191981485352928, 'C': 0.023906381396088142}. Best is trial 2 with value: 0.993103448275862.
Trial 32 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.5490163038144593, 'C': 0.014350212969651414}. Best is trial 2 with value: 0.993103448275862.
Trial 33 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.4938704531407567, 'C': 0.023132326629127384}. Best is trial 2 with value: 0.993103448275862.
Trial 34 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.5854712536634954, 'C': 0.01564486521844607}. Best is trial 2 with value: 0.993103448275862.
Trial 35 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.6337015147459253, 'C': 0.023150709145360267}. Best is trial 2 with value: 0.993103448275862.
Trial 36 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.7263319496103364, 'C': 0.036864342760123237}. Best is trial 2 with value: 0.993103448275862.
Trial 37 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.5494016414020151, 'C': 0.4730024573428313}. Best is trial 2 with value: 0.993103448275862.
Trial 38 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.2937700556076842, 'C': 0.02826847193186467}. Best is trial 2 with value: 0.993103448275862.
Trial 39 finished with value: 0.9793103448275862 and parameters: {'l1_ratio': 0.7644606934609542, 'C': 0.010787474607552472}. Best is trial 2 with value: 0.993103448275862.
Trial 40 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.05888807067282471, 'C': 0.03863807389816961}. Best is trial 2 with value: 0.993103448275862.
Trial 41 finished with value: 0.9862068965517242 and parameters: {'l1_ratio': 0.7993433082708787, 'C': 0.019853944379699454}. Best is trial 2 with value: 0.993103448275862.
Trial 42 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.8380475117779368, 'C': 0.054144264695638315}. Best is trial 2 with value: 0.993103448275862.
Trial 43 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.6673156939935022, 'C': 0.032335892261566884}. Best is trial 2 with value: 0.993103448275862.
Trial 44 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.36251094838436637, 'C': 0.013892494793224878}. Best is trial 2 with value: 0.993103448275862.
Trial 45 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.24303379223878918, 'C': 0.05248935595562316}. Best is trial 2 with value: 0.993103448275862.
Trial 46 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.61554154044328, 'C': 0.06845534358220105}. Best is trial 2 with value: 0.993103448275862.
Trial 47 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.32912338279474734, 'C': 0.018439731821501725}. Best is trial 2 with value: 0.993103448275862.
Trial 48 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.6722702165276941, 'C': 0.036346193710236036}. Best is trial 2 with value: 0.993103448275862.
Trial 49 finished with value: 0.993103448275862 and parameters: {'l1_ratio': 0.46117420763699546, 'C': 0.025497785833092305}. Best is trial 2 with value: 0.993103448275862.
A new study created in memory with name: PCA_LGBM
Trial 0 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 32, 'max_depth': 17, 'min_child_samples': 5}. Best is trial 0 with value: 0.5555555555555556.
Trial 1 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 49, 'max_depth': 13, 'min_child_samples': 4}. Best is trial 1 with value: 0.5777777777777777.
Trial 2 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 33, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 3 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 40, 'max_depth': 17, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 4 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 47, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 2 with value: 0.5999999999999999.
Trial 5 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 96, 'max_depth': 9, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 6 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 31, 'max_depth': 3, 'min_child_samples': 4}. Best is trial 2 with value: 0.5999999999999999.
Trial 7 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 78, 'max_depth': 10, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 8 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 91, 'max_depth': 15, 'min_child_samples': 5}. Best is trial 2 with value: 0.5999999999999999.
Trial 9 finished with value: 0.5333333333333333 and parameters: {'num_leaves': 41, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 10 finished with value: 0.5111111111111111 and parameters: {'num_leaves': 16, 'max_depth': 6, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 11 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 66, 'max_depth': 13, 'min_child_samples': 4}. Best is trial 2 with value: 0.5999999999999999.
Trial 12 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 61, 'max_depth': 13, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 13 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 15, 'max_depth': 20, 'min_child_samples': 4}. Best is trial 2 with value: 0.5999999999999999.
Trial 14 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 53, 'max_depth': 7, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 15 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 31, 'max_depth': 12, 'min_child_samples': 4}. Best is trial 2 with value: 0.5999999999999999.
Trial 16 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 71, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 17 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 76, 'max_depth': 6, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 18 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 72, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 19 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 85, 'max_depth': 5, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 20 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 59, 'max_depth': 10, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 21 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 78, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 22 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 70, 'max_depth': 5, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 23 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 82, 'max_depth': 8, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 24 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 65, 'max_depth': 3, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 25 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 99, 'max_depth': 5, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 26 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 89, 'max_depth': 10, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 27 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 24, 'max_depth': 8, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 28 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 74, 'max_depth': 6, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 29 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 57, 'max_depth': 11, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 30 finished with value: 0.5333333333333333 and parameters: {'num_leaves': 39, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 31 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 71, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 32 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 75, 'max_depth': 8, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 33 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 66, 'max_depth': 6, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 34 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 51, 'max_depth': 9, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 35 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 46, 'max_depth': 7, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 36 finished with value: 0.5333333333333333 and parameters: {'num_leaves': 80, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 37 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 85, 'max_depth': 15, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 38 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 70, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 2 with value: 0.5999999999999999.
Trial 39 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 26, 'max_depth': 11, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 40 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 92, 'max_depth': 6, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 41 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 76, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 42 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 82, 'max_depth': 8, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 43 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 62, 'max_depth': 5, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 44 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 72, 'max_depth': 9, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 45 finished with value: 0.5999999999999999 and parameters: {'num_leaves': 55, 'max_depth': 7, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 46 finished with value: 0.5333333333333333 and parameters: {'num_leaves': 78, 'max_depth': 4, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 47 finished with value: 0.5111111111111111 and parameters: {'num_leaves': 87, 'max_depth': 6, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
Trial 48 finished with value: 0.5333333333333333 and parameters: {'num_leaves': 68, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 2 with value: 0.5999999999999999.
Trial 49 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 63, 'max_depth': 19, 'min_child_samples': 3}. Best is trial 2 with value: 0.5999999999999999.
A new study created in memory with name: SPCA_LGBM
Trial 0 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 18, 'max_depth': 16, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 1 finished with value: 0.5333333333333332 and parameters: {'num_leaves': 51, 'max_depth': 3, 'min_child_samples': 4}. Best is trial 0 with value: 0.6444444444444445.
Trial 2 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 30, 'max_depth': 5, 'min_child_samples': 5}. Best is trial 0 with value: 0.6444444444444445.
Trial 3 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 86, 'max_depth': 9, 'min_child_samples': 5}. Best is trial 0 with value: 0.6444444444444445.
Trial 4 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 23, 'max_depth': 9, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 5 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 85, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 6 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 18, 'max_depth': 12, 'min_child_samples': 4}. Best is trial 0 with value: 0.6444444444444445.
Trial 7 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 43, 'max_depth': 5, 'min_child_samples': 5}. Best is trial 0 with value: 0.6444444444444445.
Trial 8 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 77, 'max_depth': 7, 'min_child_samples': 4}. Best is trial 0 with value: 0.6444444444444445.
Trial 9 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 32, 'max_depth': 7, 'min_child_samples': 5}. Best is trial 0 with value: 0.6444444444444445.
Trial 10 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 67, 'max_depth': 16, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 11 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 100, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 12 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 60, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 13 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 91, 'max_depth': 16, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 14 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 72, 'max_depth': 16, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 15 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 44, 'max_depth': 18, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 16 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 82, 'max_depth': 13, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 17 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 62, 'max_depth': 14, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 18 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 96, 'max_depth': 18, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 19 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 50, 'max_depth': 18, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 20 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 36, 'max_depth': 14, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 21 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 74, 'max_depth': 16, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 22 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 68, 'max_depth': 17, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 23 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 64, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 24 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 81, 'max_depth': 15, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 25 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 56, 'max_depth': 10, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 26 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 87, 'max_depth': 19, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 27 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 68, 'max_depth': 11, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 28 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 55, 'max_depth': 14, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 29 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 48, 'max_depth': 17, 'min_child_samples': 4}. Best is trial 0 with value: 0.6444444444444445.
Trial 30 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 79, 'max_depth': 12, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 31 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 97, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 32 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 99, 'max_depth': 19, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 33 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 92, 'max_depth': 19, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 34 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 88, 'max_depth': 17, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 35 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 17, 'max_depth': 15, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 36 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 23, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 37 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 100, 'max_depth': 18, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 38 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 83, 'max_depth': 19, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 39 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 94, 'max_depth': 13, 'min_child_samples': 5}. Best is trial 0 with value: 0.6444444444444445.
Trial 40 finished with value: 0.5555555555555556 and parameters: {'num_leaves': 34, 'max_depth': 15, 'min_child_samples': 4}. Best is trial 0 with value: 0.6444444444444445.
Trial 41 finished with value: 0.6 and parameters: {'num_leaves': 62, 'max_depth': 3, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 42 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 39, 'max_depth': 20, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 43 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 72, 'max_depth': 17, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 44 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 27, 'max_depth': 19, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 45 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 58, 'max_depth': 8, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 46 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 45, 'max_depth': 20, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
Trial 47 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 52, 'max_depth': 16, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 48 finished with value: 0.6444444444444445 and parameters: {'num_leaves': 76, 'max_depth': 18, 'min_child_samples': 2}. Best is trial 0 with value: 0.6444444444444445.
Trial 49 finished with value: 0.5777777777777777 and parameters: {'num_leaves': 66, 'max_depth': 19, 'min_child_samples': 3}. Best is trial 0 with value: 0.6444444444444445.
A new study created in memory with name: GSPCA_LGBM
Trial 0 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 20, 'max_depth': 15, 'min_child_samples': 3}. Best is trial 0 with value: 0.7333333333333333.
Trial 1 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 82, 'max_depth': 16, 'min_child_samples': 3}. Best is trial 0 with value: 0.7333333333333333.
Trial 2 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 55, 'max_depth': 6, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 3 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 34, 'max_depth': 12, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 4 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 98, 'max_depth': 17, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 5 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 36, 'max_depth': 18, 'min_child_samples': 2}. Best is trial 2 with value: 0.7555555555555554.
Trial 6 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 82, 'max_depth': 9, 'min_child_samples': 2}. Best is trial 2 with value: 0.7555555555555554.
Trial 7 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 97, 'max_depth': 11, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 8 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 83, 'max_depth': 8, 'min_child_samples': 3}. Best is trial 2 with value: 0.7555555555555554.
Trial 9 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 23, 'max_depth': 7, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 10 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 55, 'max_depth': 3, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 11 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 52, 'max_depth': 4, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 12 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 41, 'max_depth': 13, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 13 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 65, 'max_depth': 12, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 14 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 37, 'max_depth': 20, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
Trial 15 finished with value: 0.7333333333333333 and parameters: {'num_leaves': 62, 'max_depth': 6, 'min_child_samples': 4}. Best is trial 2 with value: 0.7555555555555554.
Trial 16 finished with value: 0.7555555555555554 and parameters: {'num_leaves': 29, 'max_depth': 10, 'min_child_samples': 5}. Best is trial 2 with value: 0.7555555555555554.
